title,creator,description,date,subject-lcsh,subject,relation,contributing institution,publisher digital,digital collection website,source,identifier,publisher,format original,type,format,digitization specifications,rights,rightsstatement,language,date digital,coverage,latitude,longitude,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Dworshak Dam Project 171 (diversion tunnel),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph showing water going through the mouth of the diversion tunnel.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; diversion tunnel; water; truck,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-03892,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/666,666,667.jp2,/dworshak/image/667.jp2,dworshak666
Dworshak Dam Project 172 (coffer dam),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph of the coffer dam.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; coffer dam,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-03893,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/667,667,668.jp2,/dworshak/image/668.jp2,dworshak667
Dworshak Dam Project 173 (diversion tunnel),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph showing the diversion tunnel in operation.  40 ft. in diameter.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; diversion tunnel; water,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04019,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/668,668,669.jp2,/dworshak/image/669.jp2,dworshak668
Dworshak Dam Project 174 (clearing pool),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph showing the clearing pool.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; clearing pool,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04022,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/669,669,670.jp2,/dworshak/image/670.jp2,dworshak669
Dworshak Dam Project 175 (arial view),"Curtis, Albert B. (Albert Bruce), 1903-1985","Arial photograph of the area under construction.  You can see the lower coffer dam, upper coffer dam and dry area between, as well as the diversion tunnel.  Arial view from high elevation.",1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; arial view; coffer dam; upper; lower; diversion tunnel,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04023,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.515758,-116.298196,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/670,670,671.jp2,/dworshak/image/671.jp2,dworshak670
Dworshak Dam Project 176 (coffer dam),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph showing the upper Coffer dam.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; coffer dam,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04024,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/671,671,672.jp2,/dworshak/image/672.jp2,dworshak671
Dworshak Dam Project 178 (coffer dams),"Curtis, Albert B. (Albert Bruce), 1903-1985",photograph shows the two Coffer dams and the upstream side of diversion tunnel.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; coffer dam; upper; lower; diversion tunnel,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04026,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/672,672,673.jp2,/dworshak/image/673.jp2,dworshak672
Dworshak Dam Project 5 (Coffer dam),,This shows the start on the lower end of the diversion tunnel and a coffer dam being built so as to permit the dam construction,1965,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1965; lower; diversion tunnel; coffer dam; construction,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00698,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/673,673,674.jp2,/dworshak/image/674.jp2,dworshak673
Dworshak Dam Project 179 (clearing operation),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph showing the clearing operation.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; clearing operation,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04027,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/674,674,675.jp2,/dworshak/image/675.jp2,dworshak674
Dworshak Dam Project 177 (pit development),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph showing pit development and batch plant under way.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; pit development; batch plant,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04025,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/675,675,676.jp2,/dworshak/image/676.jp2,dworshak675
Dworshak Dam Project 180 (Elk Creek),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph of land clearing on Elk Creek.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; land clearing; Elk Creek,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04031,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/676,676,677.jp2,/dworshak/image/677.jp2,dworshak676
Dworshak Dam Project 181 (Elk Creek),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph of land clearing on Elk Creek.  Elk Creek is about an 8 mile bay or arm of the big lake.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; land clearing; Elk Creek,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04032,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/677,677,678.jp2,/dworshak/image/678.jp2,dworshak677
Dworshak Dam Project 182 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph of clearing the pool area in August.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04032b,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/678,678,679.jp2,/dworshak/image/679.jp2,dworshak678
Dworshak Dam Project 183 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph of clearing the pool area in August.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04032c,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/679,679,680.jp2,/dworshak/image/680.jp2,dworshak679
Dworshak Dam Project 184 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph of clearing the pool area in August.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04032d,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/680,680,681.jp2,/dworshak/image/681.jp2,dworshak680
Dworshak Dam Project 185 (clearing operations),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph of the clearing operations.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; clearing operation,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04033,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/681,681,682.jp2,/dworshak/image/682.jp2,dworshak681
Dworshak Dam Project 186 (clearing operations),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph of the clearing operations.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; clearing operation,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-04034,,color photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/682,682,683.jp2,/dworshak/image/683.jp2,dworshak682
Dworshak Dam Project 187 (photograph),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph showing a photograph of Bruces Eddy Dam North Fork Clearwater River,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; photograph; Bruces Eddy Dam,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0083,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.515758,-116.298196,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/683,683,684.jp2,/dworshak/image/684.jp2,dworshak683
Dworshak Dam Project 188 (diversion tunnel),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph of the diversion tunnel.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; diversion tunnel; water,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0084,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/684,684,685.jp2,/dworshak/image/685.jp2,dworshak684
Dworshak Dam Project 189 (clearing pool),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the clearing pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; clearing pool,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085a,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/685,685,686.jp2,/dworshak/image/686.jp2,dworshak685
Dworshak Dam Project 190 (clearing pool),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the clearing pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; clearing pool,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085b,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/686,686,687.jp2,/dworshak/image/687.jp2,dworshak686
Dworshak Dam Project 191 (clearing pool),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the clearing pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; clearing pool,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085c,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.515758,-116.298196,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/687,687,688.jp2,/dworshak/image/688.jp2,dworshak687
Dworshak Dam Project 6 (Artist's idea),,Army photo showing artist's idea of construction,1965,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1965; artist's idea; construction; Army,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00699,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/688,688,689.jp2,/dworshak/image/689.jp2,dworshak688
Dworshak Dam Project 192 (clearing pool),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the clearing pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; clearing pool,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085d,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/689,689,690.jp2,/dworshak/image/690.jp2,dworshak689
Dworshak Dam Project 193 (clearing pool),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the clearing pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; clearing pool,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085e,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/690,690,691.jp2,/dworshak/image/691.jp2,dworshak690
Dworshak Dam Project 194 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085f,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/691,691,692.jp2,/dworshak/image/692.jp2,dworshak691
Dworshak Dam Project 195 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085g,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/692,692,693.jp2,/dworshak/image/693.jp2,dworshak692
